time,stim_pitch,stim_roll,stim_yaw,stim_trans_ap,stim_trans_ml,stim_trans_ud,stim_scale,xpos,ypos,zpos,xrot,yrot,zrot,shld_xpos,shld_ypos,shld_zpos,shld_xrot,shld_yrot,shld_zrot,hip_xpos,hip_ypos,hip_zpos,hip_xrot,hip_yrot,hip_zrot,lhand_xpos,lhand_ypos,lhand_zpos,lhand_xrot,lhand_yrot,lhand_zrot,rhand_xpos,rhand_ypos,rhand_zpos,rhand_xrot,rhand_yrot,rhand_zrot,lfoot_xpos,lfoot_ypos,lfoot_zpos,lfoot_xrot,lfoot_yrot,lfoot_zrot,rfoot_xpos,rfoot_ypos,rfoot_zpos,rfoot_xrot,rfoot_yrot,rfoot_zrot,analog0,analog1,analog2,analog3,analog4,analog5,analog6,analog7,analog8,analog9,analog10,analog11,analog12,analog13
0.005859375,-3.0496E-06,0,0,0,0,0,1,0.07730283,1.56511068,1.05047691,2.22784925,359.691437,359.060272,0.00240582228,1.20209765,-0.0856924057,5.749029,176.524216,12.4968042,-0.007807553,0.9138755,-0.06063807,351.92453,178.308182,237.667236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098549220710992813,-4.8055620193481445,-0.0097760036587715149,-3.7702329158782959,-0.0099338404834270477,-3.405235767364502,-0.70488834381103516,-3.6672444343566895,-0.089088894426822662,-3.4107599258422852,-4.2730212211608887,-5.7190413475036621,-6.901789665222168,-8.0747528076171875
0.0068359375,-4.1369E-06,0,0,0,0,0,1,0.0772130638,1.56510043,1.05053842,2.25659251,359.6819,359.056854,0.002386868,1.20207763,-0.08566165,5.75780249,176.524277,12.48461,-0.00777077675,0.9139067,-0.0606346726,351.9151,178.300888,237.66156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098549220710992813,-4.8055620193481445,-0.0097760036587715149,-3.7702329158782959,-0.0099338404834270477,-3.405235767364502,-0.70488834381103516,-3.6672444343566895,-0.089088894426822662,-3.4107599258422852,-4.2730212211608887,-5.7190413475036621,-6.901789665222168,-8.0747528076171875
0.0087890625,-6.7926E-06,0,0,0,0,0,1,0.07713236,1.56507909,1.05061448,2.27128,359.665375,359.0597,0.00239026546,1.20208383,-0.08565825,5.75578,176.5279,12.4882765,-0.00767463446,0.913847744,-0.06076145,351.927979,178.310516,237.6593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098549220710992813,-4.8055620193481445,-0.0097760036587715149,-3.7702329158782959,-0.0099338404834270477,-3.405235767364502,-0.70488834381103516,-3.6672444343566895,-0.089088894426822662,-3.4107599258422852,-4.2730212211608887,-5.7190413475036621,-6.901789665222168,-8.0747528076171875
0.021484375,-3.88E-05,0,0,0,0,0,1,0.0770275742,1.56508744,1.05064845,2.286248,359.658447,359.071075,0.00238138437,1.2021172,-0.085603,5.748604,176.515945,12.4789038,-0.007883012,0.913757563,-0.0607129931,351.910217,178.313217,237.652374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010012758895754814,-4.8018527030944824,-0.0098549220710992813,-3.762972354888916,-0.0099338404834270477,-3.4045255184173584,-0.71135967969894409,-3.6711902618408203,-0.085932157933712,-3.4141533374786377,-4.2803606986999512,-5.7258281707763672,-6.9073138236999512,-8.0807504653930664
0.0322265625,-8.3885E-05,0,0,0,0,0,1,0.07694222,1.56505358,1.05069351,2.30497217,359.6567,359.0929,0.00238829851,1.20204246,-0.08564162,5.709089,176.50563,12.4733381,-0.007965684,0.9138171,-0.06054467,351.9166,178.315445,237.649963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010012758895754814,-4.8018527030944824,-0.0098549220710992813,-3.762972354888916,-0.0099338404834270477,-3.4045255184173584,-0.71135967969894409,-3.6711902618408203,-0.085932157933712,-3.4141533374786377,-4.2803606986999512,-5.7258281707763672,-6.9073138236999512,-8.0807504653930664
0.04296875,-0.00013714,0,0,0,0,0,1,0.0768844038,1.56506228,1.05074632,2.3314724,359.656769,359.1159,0.00227129459,1.20211315,-0.08548862,5.722858,176.486359,12.4662619,-0.007988155,0.9138242,-0.060508132,351.916565,178.318039,237.6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010012758895754814,-4.8034310340881348,-0.010012758895754814,-3.758000373840332,-0.0099338404834270477,-3.3968703746795654,-0.71404290199279785,-3.669611930847168,-0.087431609630584717,-3.4069719314575195,-4.2783088684082031,-5.7220401763916016,-6.9060511589050293,-8.0758571624755859
0.0537109375,-0.00020709,0,0,0,0,0,1,0.07686432,1.56498432,1.05082929,2.332521,359.662,359.1308,0.00224554539,1.20211077,-0.08541483,5.724461,176.480576,12.458457,-0.007855058,0.913811445,-0.0605331063,351.8906,178.332626,237.665924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0099338404834270477,-4.8100605010986328,-0.0099338404834270477,-3.7612361907958984,-0.0099338404834270477,-3.3950552940368652,-0.71680504083633423,-3.6677968502044678,-0.08380136638879776,-3.405235767364502,-4.274836540222168,-5.7184100151062012,-6.9027366638183594,-8.0734109878540039
0.064453125,-0.00028672,0,0,0,0,0,1,0.07676084,1.56505442,1.0510689,2.35732412,359.662445,359.142731,0.00213670731,1.20213282,-0.0853037238,5.73828459,176.429916,12.4536552,-0.00778871775,0.9138784,-0.06052506,351.8826,178.351456,237.659073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0099338404834270477,-4.8100605010986328,-0.0099338404834270477,-3.7612361907958984,-0.0099338404834270477,-3.3950552940368652,-0.71680504083633423,-3.6677968502044678,-0.08380136638879776,-3.405235767364502,-4.274836540222168,-5.7184100151062012,-6.9027366638183594,-8.0734109878540039
0.076171875,-0.0003819,0,0,0,0,0,1,0.07668175,1.56505144,1.05108845,2.37457371,359.675568,359.1437,0.00207865238,1.20215666,-0.08526999,5.71652937,176.443359,12.4484148,-0.007908583,0.9139838,-0.0603630543,351.876862,178.333221,237.652588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010012758895754814,-4.808560848236084,-0.0098549220710992813,-3.7675495147705078,-0.0098549220710992813,-3.3972649574279785,-0.716489315032959,-3.6692173480987549,-0.084827303886413574,-3.4027891159057617,-4.269627571105957,-5.7114648818969727,-6.898869514465332,-8.0678071975708
0.08691406,-0.00046574,0,0,0,0,0,1,0.07664408,1.56505311,1.05116475,2.382386,359.69397,359.1488,0.00204843283,1.20211136,-0.08521098,5.73341942,176.44046,12.4448519,-0.007978976,0.913794,-0.0604982972,351.873016,178.338089,237.6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098549220710992813,-4.8084030151367188,-0.0098549220710992813,-3.7682597637176514,-0.010012758895754814,-3.4014475345611572,-0.71838337182998657,-3.672295093536377,-0.0868791788816452,-3.4077610969543457,-4.2709693908691406,-5.7134380340576172,-6.8960285186767578,-8.0670185089111328
0.09863281,-0.00056918,0,0,0,0,0,1,0.0765614063,1.56501448,1.05125725,2.39703178,359.715759,359.1415,0.00201535225,1.20212245,-0.0851405859,5.73346472,176.433075,12.4405289,-0.007991314,0.9137773,-0.0604698062,351.867767,178.32724,237.655548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010091677308082581,-4.7986960411071777,-0.0099338404834270477,-3.7593421936035156,-0.0098549220710992813,-3.396554708480835,-0.7218557596206665,-3.6779773235321045,-0.08427487313747406,-3.412653923034668,-4.2782297134399414,-5.7225923538208008,-6.9045519828796387,-8.0755414962768555
0.109375,-0.0006643,0,0,0,0,0,1,0.0765208155,1.56495976,1.05132568,2.40113354,359.718719,359.144379,0.002020061,1.202202,-0.08508098,5.72502,176.403946,12.4382057,-0.00808239,0.913851857,-0.0602954626,351.879547,178.321564,237.643112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010091677308082581,-4.7986960411071777,-0.0099338404834270477,-3.7593421936035156,-0.0098549220710992813,-3.396554708480835,-0.7218557596206665,-3.6779773235321045,-0.08427487313747406,-3.412653923034668,-4.2782297134399414,-5.7225923538208008,-6.9045519828796387,-8.0755414962768555
0.120117188,-0.00075733,0,0,0,0,0,1,0.0764679462,1.56491172,1.0513922,2.41713572,359.741821,359.14856,0.00201714039,1.20222676,-0.0850485,5.729675,176.3986,12.441061,-0.00804233551,0.9138998,-0.06027633,351.8725,178.322891,237.640778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010012758895754814,-4.801537036895752,-0.0098549220710992813,-3.7591843605041504,-0.0098549220710992813,-3.3954498767852783,-0.72524929046630859,-3.6763989925384521,-0.082222998142242432,-3.4131274223327637,-4.2815442085266113,-5.7259860038757324,-6.9102339744567871,-8.0858802795410156
0.130859375,-0.00083815,0,0,0,0,0,1,0.0764364749,1.56485152,1.05146563,2.42250776,359.743225,359.146332,0.00194907188,1.20214677,-0.08497441,5.711838,176.380814,12.4339275,-0.0081064105,0.913972259,-0.0601068139,351.876068,178.305878,237.6362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098549220710992813,-4.8099026679992676,-0.0099338404834270477,-3.7671549320220947,-0.0098549220710992813,-3.3962390422821045,-0.72595953941345215,-3.6700854301452637,-0.083406776189804077,-3.4057092666625977,-4.2731790542602539,-5.71864652633667,-6.906761646270752,-8.0813026428222656
0.142578125,-0.00092792,0,0,0,0,0,1,0.0763775855,1.56480014,1.05152953,2.43725038,359.764679,359.148682,0.001886189,1.2021898,-0.08485621,5.751323,176.422729,12.4211588,-0.007981479,0.9141285,-0.0601415038,351.856079,178.29837,237.6377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098549220710992813,-4.8099026679992676,-0.0099338404834270477,-3.7671549320220947,-0.0098549220710992813,-3.3962390422821045,-0.72595953941345215,-3.6700854301452637,-0.083406776189804077,-3.4057092666625977,-4.2731790542602539,-5.71864652633667,-6.906761646270752,-8.0813026428222656
0.153320313,-0.0010009,0,0,0,0,0,1,0.0763822943,1.56471515,1.05167544,2.45535874,359.764435,359.1564,0.001861453,1.20220923,-0.08483201,5.759033,176.42041,12.42323,-0.007933617,0.91398257,-0.06045431,351.849243,178.328522,237.647614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0097760036587715149,-4.8133749961853027,-0.0098549220710992813,-3.7692856788635254,-0.0097760036587715149,-3.4057092666625977,-0.72919517755508423,-3.6805815696716309,-0.081118144094944,-3.4042098522186279,-4.2707324028015137,-5.7115440368652344,-6.9004483222961426,-8.07056999206543
0.165039063,-0.0010677,0,0,0,0,0,1,0.0763247758,1.56464744,1.05174935,2.47574115,359.785431,359.168976,0.00184249878,1.20217574,-0.08482599,5.75021553,176.4024,12.4211388,-0.008018017,0.9140825,-0.0602826476,351.854065,178.332977,237.646179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0099338404834270477,-4.8037467002868652,-0.0099338404834270477,-3.76731276512146,-0.0099338404834270477,-3.4026312828063965,-0.73203623294830322,-3.6836593151092529,-0.079618692398071289,-3.4065773487091064,-4.2730212211608887,-5.7145428657531738,-6.8976860046386719,-8.0677289962768555
0.17578125,-0.001111,0,0,0,0,0,1,0.07629003,1.56457734,1.05181873,2.517513,359.78595,359.162842,0.00178301334,1.20215762,-0.084782064,5.75650549,176.381866,12.4193134,-0.008040726,0.9140833,-0.0602690578,351.871277,178.347275,237.642029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010091677308082581,-4.7980647087097168,-0.0098549220710992813,-3.7595789432525635,-0.0098549220710992813,-3.3952920436859131,-0.73077356815338135,-3.679318904876709,-0.080407880246639252,-3.412653923034668,-4.2754678726196289,-5.7179365158081055,-6.899106502532959,-8.0709638595581055
0.1875,-0.0011458,0,0,0,0,0,1,0.07628943,1.56464064,1.05196714,2.552616,359.792236,359.1705,0.00182968378,1.20202661,-0.08491409,5.73217869,176.399261,12.4080791,-0.008165121,0.913887739,-0.06014496,351.86264,178.343658,237.642059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010091677308082581,-4.7980647087097168,-0.0098549220710992813,-3.7595789432525635,-0.0098549220710992813,-3.3952920436859131,-0.73077356815338135,-3.679318904876709,-0.080407880246639252,-3.412653923034668,-4.2754678726196289,-5.7179365158081055,-6.899106502532959,-8.0709638595581055
0.198242188,-0.0011587,0,0,0,0,0,1,0.07625736,1.56457925,1.05202377,2.5801878,359.78476,359.167816,0.00175511837,1.20199513,-0.08489287,5.73867559,176.41098,12.42545,-0.008201897,0.9138697,-0.0601109266,351.8598,178.348373,237.648926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010012758895754814,-4.803825855255127,-0.0098549220710992813,-3.7611572742462158,-0.010012758895754814,-3.3978962898254395,-0.7343248724937439,-3.6772670745849609,-0.080960303544998169,-3.4100496768951416,-4.2742838859558105,-5.7229080200195313,-6.9092869758605957,-8.0820131301879883
