time,stim_pitch,stim_roll,stim_yaw,stim_trans_ap,stim_trans_ml,stim_trans_ud,stim_scale,xpos,ypos,zpos,xrot,yrot,zrot,shld_xpos,shld_ypos,shld_zpos,shld_xrot,shld_yrot,shld_zrot,hip_xpos,hip_ypos,hip_zpos,hip_xrot,hip_yrot,hip_zrot,lhand_xpos,lhand_ypos,lhand_zpos,lhand_xrot,lhand_yrot,lhand_zrot,rhand_xpos,rhand_ypos,rhand_zpos,rhand_xrot,rhand_yrot,rhand_zrot,lfoot_xpos,lfoot_ypos,lfoot_zpos,lfoot_xrot,lfoot_yrot,lfoot_zrot,rfoot_xpos,rfoot_ypos,rfoot_zpos,rfoot_xrot,rfoot_yrot,rfoot_zrot,analog0,analog1,analog2,analog3,analog4,analog5,analog6,analog7,analog8,analog9,analog10,analog11,analog12,analog13
3.05175781E-05,-0.0111965332,0,0,0,0,0,1,0.255404532,1.76559091,0.7912444,10.5419941,358.114532,357.362823,0.136594474,1.47645092,-0.3644321,354.853973,185.552353,224.166916,0.142080665,0.974690557,-0.3308295,51.3890381,186.4631,208.603348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9826545715332031,-1.5044095516204834,-0.011196533218026161,-2.7429533004760742,-0.011117614805698395,-3.074725866317749,-0.20628255605697632,-3.2721004486083984,0.190704345703125,-3.1136326789855957,-4.0259280204772949,-5.4741578102111816,-6.6873688697814941,-7.8691701889038086
0.008972168,-0.0111965332,0,0,0,0,0,1,0.2553531,1.76572275,0.791342854,10.4855595,358.0993,357.380035,0.136526585,1.47649074,-0.364389658,354.830383,185.560867,224.172546,0.142024338,0.9747094,-0.330857038,51.37922,186.473236,208.607269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9826545715332031,-1.5044095516204834,-0.011196533218026161,-2.7429533004760742,-0.011117614805698395,-3.074725866317749,-0.20628255605697632,-3.2721004486083984,0.190704345703125,-3.1136326789855957,-4.0259280204772949,-5.4741578102111816,-6.6873688697814941,-7.8691701889038086
0.01940918,-0.01135437,0,0,0,0,0,1,0.2553066,1.76581693,0.7915262,10.4159212,358.087128,357.376129,0.136492074,1.47646,-0.364351034,354.829,185.577911,224.17305,0.141980469,0.9748119,-0.330882072,51.38083,186.482468,208.613373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9825758934021,-1.142095685005188,-0.011354370042681694,-2.49554443359375,-0.011117614805698395,-2.9688963890075684,-0.20494094491004944,-3.2316944599151611,0.19125685095787048,-3.1032943725585938,-4.0155110359191895,-5.4650821685791016,-6.6782932281494141,-7.8574113845825195
0.0303344727,-0.0111965332,0,0,0,0,0,1,0.255258381,1.76586962,0.791618943,10.3826046,358.05423,357.378143,0.136458457,1.47648954,-0.364280462,354.821838,185.5838,224.173019,0.141944349,0.9748367,-0.330905318,51.3787537,186.490509,208.619492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9825758934021,-1.0800659656524658,-0.011196533218026161,-2.4332778453826904,-0.011038696393370628,-2.9439582824707031,-0.2066771537065506,-3.2218296527862549,0.19599264860153198,-3.0978488922119141,-4.012275218963623,-5.4605836868286133,-6.6751365661621094,-7.8593845367431641
0.0414123535,-0.0111965332,0,0,0,0,0,1,0.2552489,1.76580632,0.791753531,10.3608294,358.039032,357.397583,0.136339724,1.47648168,-0.364201784,354.8126,185.589249,224.168991,0.141864777,0.974854231,-0.33089602,51.377903,186.499573,208.622742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9825758934021,-1.0800659656524658,-0.011196533218026161,-2.4332778453826904,-0.011038696393370628,-2.9439582824707031,-0.2066771537065506,-3.2218296527862549,0.19599264860153198,-3.0978488922119141,-4.012275218963623,-5.4605836868286133,-6.6751365661621094,-7.8593845367431641
0.05355835,-0.0111965332,0,0,0,0,0,1,0.2551698,1.765804,0.7918905,10.3660717,358.019867,357.413727,0.1362865,1.47650433,-0.3641467,354.806335,185.593246,224.170441,0.1418246,0.9748889,-0.330904245,51.3617821,186.500885,208.61911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9826545715332031,-1.075173020362854,-0.011196533218026161,-2.4113385677337646,-0.011196533218026161,-2.9269907474517822,-0.20588797330856323,-3.2184360027313232,0.19425618648529053,-3.0991115570068359,-4.0129857063293457,-5.4672918319702148,-6.6812129020690918,-7.8658556938171387
0.06365967,-0.0111965332,0,0,0,0,0,1,0.255067,1.76585352,0.792028069,10.371274,358.01004,357.428436,0.136248529,1.47650647,-0.364025831,354.7931,185.604416,224.169479,0.141855538,0.9746727,-0.330994129,51.2708359,186.4325,208.5452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9824967384338379,-1.0813286304473877,-0.011196533218026161,-2.4123647212982178,-0.011038696393370628,-2.9218611717224121,-0.2057301253080368,-3.2121226787567139,0.19591371715068817,-3.0946922302246094,-4.0065932273864746,-5.4621620178222656,-6.6778197288513184,-7.8648295402526855
0.07501221,-0.0111965332,0,0,0,0,0,1,0.25499475,1.76588726,0.7922257,10.3544617,357.989655,357.42804,0.136224449,1.47654891,-0.3639332,354.7895,185.606888,224.168365,0.141743958,0.974617243,-0.330888152,51.2651558,186.447647,208.552582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9827337265014648,-1.0908777713775635,-0.011196533218026161,-2.432330846786499,-0.011196533218026161,-2.9333043098449707,-0.20588797330856323,-3.2137799263000488,0.19859732687473297,-3.0921669006347656,-4.002173900604248,-5.4522972106933594,-6.6691384315490723,-7.8541755676269531
0.08590698,-0.0111965332,0,0,0,0,0,1,0.254898846,1.76593208,0.7924212,10.3402367,357.972137,357.439026,0.136233032,1.4765799,-0.3638202,354.7741,185.619156,224.175232,0.141732275,0.9744886,-0.330867648,51.1955833,186.389313,208.484848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9827337265014648,-1.0908777713775635,-0.011196533218026161,-2.432330846786499,-0.011196533218026161,-2.9333043098449707,-0.20588797330856323,-3.2137799263000488,0.19859732687473297,-3.0921669006347656,-4.002173900604248,-5.4522972106933594,-6.6691384315490723,-7.8541755676269531
0.0969543457,-0.01135437,0,0,0,0,0,1,0.25483346,1.765938,0.7925675,10.3315735,357.944519,357.446472,0.136167884,1.47656965,-0.363767147,354.77243,185.623047,224.164642,0.141617537,0.9745929,-0.330614448,51.18423,186.404419,208.500961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9824967384338379,-1.0870107412338257,-0.011354370042681694,-2.4299633502960205,-0.011038696393370628,-2.9372501373291016,-0.2057301253080368,-3.2194619178771973,0.19843947887420654,-3.0961916446685791,-4.0030417442321777,-5.4539546966552734,-6.6659030914306641,-7.84865140914917
0.108764648,-0.0111965332,0,0,0,0,0,1,0.2547394,1.76597142,0.792709351,10.320982,357.9374,357.465332,0.136128485,1.47659636,-0.363619447,354.753235,185.633179,224.168625,0.1415779,0.974607348,-0.330564857,51.18436,186.407486,208.492249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9826545715332031,-1.0699644088745117,-0.011196533218026161,-2.4153635501861572,-0.011196533218026161,-2.9303054809570313,-0.20423068106174469,-3.2163841724395752,0.19820268452167511,-3.0926403999328613,-4.0059618949890137,-5.4570326805114746,-6.67000675201416,-7.8533077239990234
0.119354248,-0.0111965332,0,0,0,0,0,1,0.254631877,1.765965,0.792858243,10.3333359,357.918243,357.4777,0.1361326,1.47668815,-0.363506317,354.74353,185.637833,224.164063,0.141549945,0.9745811,-0.33066082,51.14806,186.37384,208.454453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9826545715332031,-1.0699644088745117,-0.011196533218026161,-2.4153635501861572,-0.011196533218026161,-2.9303054809570313,-0.20423068106174469,-3.2163841724395752,0.19820268452167511,-3.0926403999328613,-4.0059618949890137,-5.4570326805114746,-6.67000675201416,-7.8533077239990234
0.130157471,-0.00646143546,0,0,0,0,0,1,0.254577637,1.76594186,0.7929956,10.3376274,357.90097,357.489655,0.136111617,1.47671342,-0.363384724,354.730133,185.634857,224.1651,0.141521037,0.9745889,-0.330616,51.14376,186.373154,208.452072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9826545715332031,-1.0756465196609497,-0.0064614354632794857,-2.4069192409515381,-0.011196533218026161,-2.9232027530670166,-0.20786093175411224,-3.2114913463592529,0.19875518977642059,-3.09500789642334,-4.0076980590820313,-5.46082067489624,-6.671900749206543,-7.855043888092041
