ConditionRunId,Timestamp,ElapsedTime,SampleCount,Time,Camera_pos_x,Camera_pos_y,Camera_pos_z,Camera_rot_x,Camera_rot_y,Camera_rot_z,Screen_pos_x,Screen_pos_y,Screen_pos_z,Screen_rot_x,Screen_rot_y,Screen_rot_z,LeftShoulder_pos_x,LeftShoulder_pos_y,LeftShoulder_pos_z,LeftShoulder_rot_x,LeftShoulder_rot_y,LeftShoulder_rot_z,RightShoulder_pos_x,RightShoulder_pos_y,RightShoulder_pos_z,RightShoulder_rot_x,RightShoulder_rot_y,RightShoulder_rot_z
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:23.8851000Z,0.4382840,31,0.4439087,8.737115,-0.5599091,-0.9746453,0.6357932,0.2027805,359.2368,8.797998,-0.7005925,2.402547,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:23.9001890Z,0.4533730,32,0.4603271,8.737135,-0.5599458,-0.9744743,0.6524423,0.2359591,359.2438,8.797998,-0.7005925,2.40276,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:23.9118930Z,0.4650770,33,0.4711304,8.737167,-0.5599704,-0.9743366,0.6706831,0.2553404,359.2329,8.797998,-0.7005925,2.402907,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:23.9278780Z,0.4810620,34,0.4876709,8.737247,-0.5600164,-0.9739938,0.6802815,0.2835662,359.2453,8.797998,-0.7005925,2.40312,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:23.9471300Z,0.5003140,35,0.5060425,8.737267,-0.5599748,-0.9738365,0.6849039,0.2903011,359.2536,8.797998,-0.7005925,2.403347,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:23.9561930Z,0.5093770,36,0.5157471,8.737322,-0.5599077,-0.9736283,0.6939688,0.3124184,359.2701,8.797998,-0.7005925,2.403493,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:23.9741670Z,0.5273510,37,0.5335693,8.737342,-0.5598502,-0.9731917,0.7063833,0.3432078,359.2622,8.797998,-0.7005925,2.403733,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:23.9900790Z,0.5432630,38,0.5492554,8.737377,-0.5598118,-0.973008,0.6925849,0.36171,359.2701,8.797998,-0.7005925,2.403933,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.0016310Z,0.5548150,39,0.5609131,8.737406,-0.5597776,-0.9728218,0.6736455,0.366075,359.269,8.797998,-0.7005925,2.404094,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.0232450Z,0.5764290,40,0.5829468,8.737448,-0.5597397,-0.9724984,0.6704884,0.3749704,359.3132,8.797998,-0.7005925,2.404387,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.0277570Z,0.5809410,41,0.5875854,8.73745,-0.5597854,-0.9723563,0.6591061,0.37532,359.3173,8.797998,-0.7005925,2.404453,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.0463100Z,0.5994940,42,0.6061401,8.737436,-0.5597895,-0.9721853,0.6600906,0.3714845,359.3278,8.797998,-0.7005925,2.404707,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.0538970Z,0.6070810,43,0.6141968,8.737404,-0.5597966,-0.9720321,0.6556418,0.3580497,359.3413,8.797998,-0.7005925,2.404813,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.0769450Z,0.6301290,44,0.6356201,8.73741,-0.5598323,-0.9716051,0.6765823,0.3617017,359.3423,8.797998,-0.7005925,2.405093,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.0837770Z,0.6369610,45,0.6428223,8.737448,-0.559854,-0.9713591,0.6939956,0.3535028,359.3456,8.797998,-0.7005925,2.405187,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.0992540Z,0.6524380,46,0.6589355,8.737419,-0.5599587,-0.9711789,0.7087018,0.3519996,359.3378,8.797998,-0.7005925,2.405413,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.1223970Z,0.6755810,47,0.6826782,8.737483,-0.5600278,-0.9707417,0.7497598,0.355865,359.3383,8.797998,-0.7005925,2.40572,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.1319720Z,0.6851560,48,0.69104,8.737511,-0.5601153,-0.9705414,0.7529008,0.3602043,359.344,8.797998,-0.7005925,2.405827,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.1420080Z,0.6951920,49,0.7006226,8.737561,-0.5601223,-0.9703264,0.7763026,0.3680293,359.343,8.797998,-0.7005925,2.405947,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.1543880Z,0.7075720,50,0.7138062,8.737568,-0.5601864,-0.9700992,0.7738693,0.3783274,359.3312,8.797998,-0.7005925,2.406133,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.1637610Z,0.7169450,51,0.7229614,8.737596,-0.5601907,-0.9698898,0.7828963,0.3830016,359.3167,8.797998,-0.7005925,2.406253,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.1776910Z,0.7308750,52,0.7374268,8.737563,-0.5601444,-0.9697764,0.7606614,0.4047122,359.3123,8.797998,-0.7005925,2.406453,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.1950680Z,0.7482520,53,0.755249,8.7376,-0.5601232,-0.9694449,0.7409717,0.4383896,359.2826,8.797998,-0.7005925,2.40664,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.2092970Z,0.7624810,54,0.7687988,8.737711,-0.5601099,-0.9692311,0.7272609,0.44081,359.2687,8.797998,-0.7005925,2.406467,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.2187890Z,0.7719730,55,0.7783203,8.737715,-0.5601108,-0.9690567,0.7203653,0.4584396,359.2566,8.797998,-0.7005925,2.406333,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.2323540Z,0.7855380,56,0.7913208,8.737722,-0.5601039,-0.9689145,0.7147154,0.4535981,359.2578,8.797998,-0.7005925,2.40616,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.2449340Z,0.7981180,57,0.803772,8.737703,-0.5601163,-0.968757,0.7201769,0.4557396,359.2652,8.797998,-0.7005925,2.406,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.2587230Z,0.8119070,58,0.8178101,8.737697,-0.5601579,-0.9686241,0.7281985,0.4445732,359.2423,8.797998,-0.7005925,2.405813,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.2708810Z,0.8240650,59,0.8307495,8.737703,-0.5602148,-0.9682548,0.7479931,0.4193564,359.2422,8.797998,-0.7005925,2.40564,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.2831560Z,0.8363400,60,0.8426514,8.737721,-0.5602336,-0.9679959,0.7482529,0.4002593,359.2443,8.797998,-0.7005925,2.40548,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.2968320Z,0.8500160,61,0.855957,8.737688,-0.5602701,-0.9678459,0.7457845,0.3860352,359.2467,8.797998,-0.7005925,2.405307,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.3093730Z,0.8625570,62,0.8687134,8.737705,-0.5602634,-0.9676715,0.7681153,0.3724213,359.2513,8.797998,-0.7005925,2.405133,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.3225720Z,0.8757560,63,0.8823853,8.737686,-0.5602834,-0.9675437,0.7671809,0.3550251,359.2683,8.797998,-0.7005925,2.404947,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.3361440Z,0.8893280,64,0.8953857,8.737767,-0.5602531,-0.9672973,0.7606224,0.3395882,359.2805,8.797998,-0.7005925,2.404773,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.3584370Z,0.9116210,65,0.9164429,8.737707,-0.5601408,-0.9669583,0.7237622,0.2970522,359.2716,8.797998,-0.7005925,2.404533,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
5ee54b37-c68c-48c2-b10a-96a259b5adae,2025-05-19T11:18:24.3641310Z,0.9173150,66,0.9233398,8.737649,-0.560097,-0.9668038,0.7013355,0.2915098,359.2521,8.797998,-0.7005925,2.4044,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0,8.786273,-2.190593,-0.7896194,0,0,0
